question,answer
Could you help me find addresses that have an WETH volume of at least 10000000 on Uniswap?,"select
                address
        from
                (SELECT 
address
,sum(transaction_volume_usd) as transaction_volume_usd
FROM wired_address_dataset
WHERE b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name in ('Uniswap_v2', 'Uniswap_v3')
  AND action = 'ALL'
  AND asset = 'Wrapped Ether'
  GROUP by address) b
where  transaction_volume_usd >10000000
GROUP BY address"
Which accounts in the Web3 industry have an NFT Recipient activity count of 0-10?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'ALL'
 AND asset='ALL'
  AND action = 'NFT Recipient'
  AND transaction_count between 0 and 10
GROUP BY address"
Which addresses in the Web3 industry have an NFT Recipient activity count of at least 619?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'ALL'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND  transaction_count  >= 619
GROUP BY address"
Which addresses have an NFT Recipient activity count between 200 to 400 on Web3 industry?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'ALL'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND transaction_count between  200 AND 400
GROUP BY
  address"
Which accounts have a Mirror writing activity count between 200 to 400?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'write'
  AND asset = 'ALL'
  AND transaction_count between 200 AND 400
GROUP BY
  address"
Which accounts on Mirror have an NFT Recipient count of 1?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND balance_count = 1
group by address"
Which addresses on Mirror have an NFT Recipient count of more than100?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND transaction_count > 100
GROUP BY
  address"
"Please help me find the accounts that collected NFTs, and is in the top 2.5% in number of NFT collected on Mirror?","SELECT address
FROM wired_address_dataset
WHERE b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND balance_count > 0
order by balance_count desc
limit (SELECT floor(count(distinct address) * 0.025)
       FROM wired_address_dataset
       WHERE b_type = 'web3'
         AND statistical_type = 'web3'
         AND platform_name = 'Mirror'
         AND action = 'NFT Recipient'
         AND asset = 'ALL'
         AND balance_count > 0
)"
Which addresses have an NFT count in the top 100 of all users on Mirror?,"SELECT
 address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND balance_count > 0
order by
    balance_count desc
limit 100"
Which addresses have an Web3 NFT count of 1？,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'ALL'
  AND action = 'ALL'
  AND asset = 'ALL'
  AND balance_count = 1
group by address"
Which accounts in the Web3 industry have an NFT Recipient activity count of 0-10 on Mirror?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND transaction_count BETWEEN 0 AND 10
GROUP BY
  address"
Which addresses have an NFT Recipient activity count of at least 619 on Mirror?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND transaction_count >= 619
GROUP BY
  address"
What is the distribution of accounts with an NFT Recipient activity count between 400 to 619 on Mirror?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND transaction_count between 400 AND 619
GROUP BY
  address"
Which addresses have an NFT Recipient activity count between 200 to 400 active on Mirror?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'NFT Recipient'
  AND asset = 'ALL'
  AND transaction_count between 200 AND 400
GROUP BY
  address"
Which accounts have an NFT Minting activity count of 0-10 on Mirror?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'mint'
  AND asset = 'ALL'
  AND transaction_count between 0 AND 10
GROUP BY
  address"
Which addresses have an NFT Minting activity count of at least 619 on Mirror?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'mint'
  AND asset = 'ALL'
  AND transaction_count >= 619
GROUP BY
  address"
Which addresses have an NFT Minting activity count between 200 to 400 active on Mirror?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'web3'
  AND statistical_type = 'web3'
  AND platform_name = 'Mirror'
  AND action = 'mint'
  AND asset = 'ALL'
  AND transaction_count between 200 AND 400
GROUP BY
  address"
"Who has collected CryptoPunks, and has kept CryptoPunks for 1 day?","select
  address
from
  wired_address_dataset
where
  b_type = 'nft'
  and statistical_type = 'nft'
  and platform_name = 'ALLNET'
  and asset = 'CryptoPunks'
  and action = 'ALL'
  and days = 1
group by
  address"
"Which users have collected CryptoPunks, and has kept CryptoPunks for more than 155 days?","select
  address
from
  wired_address_dataset
where
  b_type = 'nft'
  and statistical_type = 'nft'
  and platform_name = 'ALLNET'
  and asset = 'CryptoPunks'
  and action = 'ALL'
  and days > 155
group by
  address"
"Who are the users who ollected CryptoPunks, and has kept CryptoPunks for less than 155 days?","select
  address
from
  wired_address_dataset
where
  b_type = 'nft'
  and statistical_type = 'nft'
  and platform_name = 'ALLNET'
  and asset = 'CryptoPunks'
  and action = 'ALL'
  and days > 155
group by
  address"
Which account has an NFT buying activity ranging from 0 to 10?,"select
 address
from
  wired_address_dataset
where
 b_type = 'nft'
 and statistical_type = 'nft'
 and platform_name = 'ALLNET'
 and asset = 'ALL'
 and action = 'Buy'
 and transaction_count between 0 and 10
group by
 address"
Can you provide the name of the account with NFT buying activity at least 619?,"select
  address
 from
  wired_address_dataset
 where
  b_type = 'nft'
  and statistical_type = 'nft'
  and project = 'ALLNET'
  and asset = 'ALL'
  and action = 'Buy'
and  
  transaction_count >= 619"
Which addresses have an NFT Sale Volume count of $100-$1000 on Opensea?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'Opensea'
    AND asset = 'ALL'
    AND action = 'Sale'
    AND transaction_volume_usd between 100
    AND 1000
group by address"
Which account has an NFT transfer activity ranging from 0 to 10?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALLNET'
    AND asset = 'ALL'
    AND action = 'Transfer'
    AND transaction_count between 0 AND 10
group by address"
Which account has an NFT transfer activity ranging from 200 to 400?,"SELECT
  address
FROM
  wired_address_dataset
WHERE
  b_type = 'nft'
  AND statistical_type = 'nft'
  AND platform_name = 'ALLNET'
  AND asset = 'ALL'
  AND action = 'Transfer'
  AND transaction_count between 200 AND 400
group by
  address"
Which users have an CryptoPunks sale Volume count of $100-$1000 on all Marketplaces?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'nft'
    AND statistical_type = 'nft'
    AND platform_name = 'ALL'
    AND asset = 'CryptoPunks'
    AND action = 'Sale'
    AND transaction_volume_usd between 100 AND  1000
group by address"
"Which users have an Cryptopunks buying Volume count of over $500,000 on PunkMarket?","select
 address
from
 wired_address_dataset
where
 b_type = 'nft'
 and statistical_type = 'nft'
 and platform_name = 'PunkMarket'
 and asset = 'CryptoPunks'
 and action = 'Buy' 
 and transaction_volume_usd >= 500000
group by address"
"Who made trades on DYDX with a volume traded ranging from $100 to $1,000? ","SELECT
address 
  FROM
    wired_address_dataset
  WHERE
    b_type = 'DeFi'
    and statistical_type = 'token'
    and platform_name='dydx'
    and asset = 'ALL'
    and action = 'ALL' 
    and transaction_volume_usd between 100 AND 1000
GROUP BY
address"
Who made trades on DYDX with a volume traded of at least $1 million?,"SELECT
address 
  FROM
    wired_address_dataset
  WHERE
    b_type = 'DeFi'
    and statistical_type = 'token'
    and platform_name='dydx'
    and asset = 'ALL'
    and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
Can you find some traders for me who rank within the top 0.1% on DYDX based on the volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'dydx'
                        and action = 'ALL'
                        and asset = 'ALL'   and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.001)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'dydx'
                        and action = 'ALL'
                        and asset = 'ALL'   and transaction_volume_usd  >0 )) a
group by
        address"
"Which addresses have an WETH trades volume ranging from $100 to $1,000 on DYDX? ","  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and 
  transaction_volume_usd between 100 AND 1000
GROUP BY
  address"
Please assist me in finding addresses that have an WETH trading volume of at least 1 million on DYDX？,"SELECT
address 
  FROM
    wired_address_dataset
  WHERE
    b_type = 'DeFi'
    and statistical_type = 'token'
    and platform_name='dydx'
    and asset = 'Wrapped Ether'
    and action = 'ALL' 
    and transaction_volume_usd >=1000000 
GROUP BY
address"
Can you find some addresses for me that rank within the top 2.5% of WETH trading volume on all platforms based on DYDX?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address ,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'dydx'
                        and action = 'ALL'
                        and asset = 'Wrapped Ether'
                        and transaction_volume_usd>0
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.025)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'dydx'
                        and action = 'ALL'
                        and transaction_volume_usd>0
                        and asset = 'Wrapped Ether')) a
group by
        address"
"Which addresses have a WETH trading volume ranging from $100 to $1,000 on all Derivative Platforms? "," SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and 
  transaction_volume_usd between 100 AND 1000
GROUP BY
  address"
Please assist me in finding addresses that have a WETH trading volume of at least 1 million on all Derivative Platforms？,"  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and 
  transaction_volume_usd >=1000000
GROUP BY
  address"
Can you find some addresses for me that rank within the top 1% of traders on all platforms based on the trades volume of WETH trades on all Derivative Platforms?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Derivatives'
                        and action = 'ALL'
                        and asset = 'Wrapped Ether'   and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.01)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Derivatives'
                        and action = 'ALL'
                        and asset = 'Wrapped Ether'   and transaction_volume_usd  >0 )) a
group by
        address"
"Who made trades on all Derivative Platforms with a volume traded ranging from $100 to $1,000? ","SELECT
 address 
   FROM
     wired_address_dataset
   WHERE
     b_type = 'DeFi'
     and statistical_type = 'token'
     and platform_name='Derivatives'
     and asset = 'ALL'
     and action = 'ALL' 
and transaction_volume_usd between 100 AND 1000
GROUP BY
 address"
Who made trades on Derivative Platforms with a volume traded of at least $1 million?,"SELECT
 address 
   FROM
     wired_address_dataset
   WHERE
     b_type = 'DeFi'
     and statistical_type = 'token'
     and platform_name='Derivatives'
     and asset = 'ALL'
     and action = 'ALL' 
     and transaction_volume_usd >=1000000 
GROUP BY
 address"
Can you find some traders for me who rank within the top 2.5% on Derivatives based on the volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Derivatives'
                        and action = 'ALL'
                        and transaction_volume_usd>0
                        and asset = 'ALL'
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.025)
        from wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Derivatives'
                        and action = 'ALL'
                        and transaction_volume_usd>0
                        and asset = 'ALL')) a
group by
        address"
Who are the addresses that have an activity count of 1-9 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'ALL'
      and action = 'ALL' 
and  transaction_count between 1 AND 9
GROUP BY
  address"
Who are the addresses that have an activity count of at least 619 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'ALL'
      and action = 'ALL' 
      and transaction_count >=619
GROUP BY
  address"
Who are the addresses that have an activity count between 400 to 619 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'ALL'
      and action = 'ALL' 
      and transaction_count between 400 AND 619
GROUP BY
  address"
Who are the addresses that have a WETH activity count of 1-9 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
      and transaction_count between 1 AND 9
GROUP BY
  address"
Who are the addresses that have a WETH activity count of at least 619 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and 
  transaction_count >=619
GROUP BY
  address"
Who are the addresses that have a WETH activity count between 400 to 619 on DYDX? ,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and 
  transaction_count between 400 AND 619
GROUP BY
  address"
Who are the addresses with an activity count of 1-9 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'ALL'
      and action = 'ALL' 
     and  transaction_count >=1 AND transaction_count<=9
GROUP BY
  address"
Who are the addresses with an activity count of at least 619 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'ALL'
      and action = 'ALL' 
      and transaction_count >=619
GROUP BY
  address"
Who are the addresses with a WETH operate activity count between 400 to 619 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and 
  transaction_count between 400 AND 619
GROUP BY
  address"
Who are the addresses with a WETH operate activity count of at least 619 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and transaction_count >=619
GROUP BY
  address"
Who are the addresses with a WETH operate activity count of 1-9 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and 
  transaction_count between 1 AND 9
GROUP BY
  address"
Who are the addresses with a operate activity count between 400 to 619 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'ALL'
      and action = 'operate' 
and 
  transaction_count >=400 AND transaction_count<=619
GROUP BY
  address"
Who are the addresses with a operate activity count at least 619 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'ALL'
      and action = 'operate' 
and 
  transaction_count >=619
GROUP BY
  address"
Who are the addresses with a operate activity count of 1-9 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'ALL'
      and action = 'operate' 
      and  transaction_count >=1 AND transaction_count<=9
GROUP BY
  address"
Who are the addresses that have a WETH operate activity count between 400 to 619 on DYDX? ,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and 
  transaction_count >=400 AND transaction_count<=619
GROUP BY
  address"
Who are the addresses that have a WETH operate activity count of at least 619 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
      and  transaction_count >=619
GROUP BY
  address"
Who are the addresses that have a WETH operate activity count between 1 and 9 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
      and transaction_count >=1 AND transaction_count<=9
 GROUP BY
  address"
Who are the addresses that have a operate activity count between 400 to 619 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'ALL'
      and action = 'operate' 
and 
  transaction_count >=400 AND transaction_count<=619
GROUP BY
  address"
Who are the addresses that have a operate activity count of at least 619 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'ALL'
      and action = 'operate' 
and 
  transaction_count >=619
GROUP BY
  address"
Who are the addresses that have a operate activity count of 1-9 on DYDX?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'ALL'
      and action = 'operate' 
and 
  transaction_count >=1 AND transaction_count<=9
GROUP BY
  address"
Who are the top 1% of traders based on the operate volume of all trades on all Derivative Platforms?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Derivatives'
                        and action = 'operate'
                        and asset = 'ALL' and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.01)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Derivatives'
                        and action = 'operate'
                        and asset = 'ALL' and transaction_volume_usd  >0 )) a
group by
        address"
Who are the addresses that have a token operate volume of at least 1 million on all Derivative Platforms?," SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'ALL'
      and action = 'operate' 
and 
  transaction_volume_usd >=1000000
GROUP BY
  address"
"Which addresses have a operate volume ranging from $100 to $1,000 on all Derivative Platforms?","  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'ALL'
      and action = 'operate' 
and 
  transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
  address"
Who are the addresses with an activity count between 400 to 619 on all Derivative Platforms? ,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'ALL'
      and action = 'ALL' 
and 
  transaction_count >=400 AND transaction_count<=619
GROUP BY
  address"
Who are the addresses with a WETH activity count of 1-9 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and 
  transaction_count >=1 AND transaction_count<=9
GROUP BY
  address"
Who are the addresses with a WETH activity count of at least 619 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and 
  transaction_count >=619
GROUP BY
  address"
Who are the addresses with a WETH activity count between 400 to 619 on all Derivative Platforms?,"SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'ALL' 
and 
  transaction_count >=400 AND transaction_count<=619
GROUP BY
  address"
"Which addresses have a WETH token operate volume ranging from $100 to $1,000 on DYDX?","  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and 
  transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
  address"
Can you provide the address that made trades on DYDX and has $1 Million in the number of operate volume traded?,"  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'ALL'
      and action = 'operate' 
and 
  transaction_volume_usd >=1000000 
GROUP BY
  address"
What are the addresses that have made trades on DYDX and are in the top 10% in the number of operate volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'dydx'
                        and action = 'ALL'
                        and asset = 'ALL'   and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.1)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'dydx'
                        and action = 'ALL'
                        and asset = 'ALL'   and transaction_volume_usd  >0 )) a
group by
        address"
"Which addresses have an WETH operate volume ranging from $100 to $1,000 on DYDX?","  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and 
  transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
  address"
Could you help me find addresses that have an WETH operate volume of at least 1 million on DYDX?,"  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='dydx'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and 
  transaction_volume_usd >=1000000 
GROUP BY
  address"
Who are the top 10% of traders based on the operate volume of WETH trades on DYDX?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'dydx'
                        and action = 'operate'
                        and asset = 'Wrapped Ether'    and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.1)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'dydx'
                        and action = 'operate'
                        and asset = 'Wrapped Ether' and transaction_volume_usd  >0 )) a
group by
        address"
"Which addresses have an WETH operate volume ranging from $100 to $1,000 on all Derivative Platforms?","  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and 
  transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
  address"
Can you provide the address that made trades on all Derivative Platforms and has at least $1 Million in the number of operate volume traded?,"  SELECT
  address 
    FROM
      wired_address_dataset
    WHERE
      b_type = 'DeFi'
      and statistical_type = 'token'
      and platform_name='Derivatives'
      and asset = 'Wrapped Ether'
      and action = 'operate' 
and 
  transaction_volume_usd >=1000000 
GROUP BY
  address"
What are the addresses that have made trades all Derivative Platforms and are in the top 10% in the number of operate volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Derivatives'
                        and action = 'operate '
                        and asset = 'ALL'   and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.1)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Derivatives'
                        and action = 'operate'
                        and asset = 'ALL'  and transaction_volume_usd  >0 )) a
group by
        address"
"Which addresses have an WETH trades volume ranging from $100 to $1,000 on Uniswap?","select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) as transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name in ('Uniswap_v2', 'Uniswap_v3')
                        and action = 'ALL'
                        and asset = 'Wrapped Ether'
                group by address) b
        where transaction_volume_usd >= 100
          and transaction_volume_usd <= 1000
group by address"
Please assist me in finding addresses that have an WETH trading volume of at least 1 million on Uniswap？,"select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) as transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name in ('Uniswap_v2', 'Uniswap_v3')
                        and action = 'ALL'
                        and asset = 'Wrapped Ether'
                group by
                        address) b
        where
                transaction_volume_usd >= 1000000
     GROUP BY address"
