label_name,desc
Balancer ETH Medium LP Activity,"An account with an ETH LP activity count between 200 to 400 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer ETH StakeLP Activity L1,"An account with an ETH StakeLP activity count of 0-10 on Balancer, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Balancer ETH Highest StakeLP Activity,"An account with an ETH StakeLP activity count of at least 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Balancer ETH High StakeLP Activity,"An account with an ETH StakeLP activity count between 400 to 619 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Balancer ETH Medium StakeLP Activity,"An account with an ETH StakeLP activity count between 200 to 400 on Balancer, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap ETH Activity L1,"An account with an ETH activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH Highest Activity,"An account with an ETH activity count of at least 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH High Activity,"An account with an ETH activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Uniswap ETH Medium Activity,"An account with an ETH activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap ETH Activity L1,"An account with an ETH activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH Highest Activity,"An account with an ETH activity count of at least 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH High Activity,"An account with an ETH activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Uniswap ETH Medium Activity,"An account with an ETH activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap ETH  Swap Activity L1,"An account with an ETH swap activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH  Highest Swap Activity,"An account with an ETH swap activity count of at least 619 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH  High Swap Activity,"An account with an ETH swap activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH  Medium Swap Activity,"An account with an ETH swap activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap ETH  LP Activity L1,"An account with an ETH LP activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH  Highest LP Activity,"An account with an ETH LP activity count of at least 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH  High LP Activity,"An account with an ETH LP activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap ETH  Medium LP Activity,"An account with an ETH LP activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap ETH  StakeLP Activity L1,"An account with an ETH StakeLP activity count of 0-10 on Sushiswap, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH  Highest StakeLP Activity,"An account with an ETH StakeLP activity count of at least 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
Sushiswap ETH  High StakeLP Activity,"An account with an ETH StakeLP activity count between 400 to 619 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
Sushiswap ETH  Medium StakeLP Activity,"An account with an ETH StakeLP activity count between 200 to 400 on Sushiswap, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
ETH 0x Activity L1,"An account with an ETH activity count of 0-10 on 0x, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
ETH 0x Highest Activity,"An account with an ETH activity count of at least 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
ETH 0x High Activity,"An account with an ETH activity count between 400 to 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
ETH 0x Medium Activity,"An account with an ETH activity count between 200 to 400 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
ETH 0x Activity L1,"An account with an ETH activity count of 0-10 on 0x, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
ETH 0x Highest Activity,"An account with an ETH activity count of at least 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
ETH 0x High Activity,"An account with an ETH activity count between 400 to 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
ETH 0x Medium Activity,"An account with an ETH activity count between 200 to 400 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
ETH 0x Swap Activity L1,"An account with an ETH swap activity count of 0-10 on 0x, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
ETH 0x Highest Swap Activity,"An account with an ETH swap activity count of at least 619 on 0x, where an activity is defined by transactions that contain incoming or outgoing token transfers related to the account."
ETH 0x High Swap Activity,"An account with an ETH swap activity count between 400 to 619 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account."
ETH 0x Medium Swap Activity,"An account with an ETH swap activity count between 200 to 400 on 0x, where an activity is defined by outgoing transactions or transactions that contain incoming or outgoing token transfers related to the account"
(Erc20 Token) L1-term Holder,A holder who has an (Erc20 Token) balance for 1 day.
(Erc20 Token) Long-term Holder,An active holder who has transacted with token and has a positive (Erc20 Token) balance for more than 155 days.
(Erc20 Token) Short-term Holder,An active holder who has transacted with token and has a positive (Erc20 Token) balance for less than 155 days.
(Erc20 Token) Balance L1,"Has an (Erc20 Token) balance of $100-1,000."
(Erc20 Token) Millionaire,"Has an (Erc20 Token) balance of at least $1,000,000."
(Erc20 Token) Billionaire,"Has an (Erc20 Token) balance of at least $1,000,000,000."
(Erc20 Token) Highest Balance,In the top 10% of all existing (Erc20 Token)ereum accounts regarding the account's (Erc20 Token) balance.
(Erc20 Token) Whale,In the top 100 of all existing (Erc20 Token)ereum accounts regarding the account's (Erc20 Token) balance.
Uniswap (Erc20 Token)-related LP Balance L1,"Has an (Erc20 Token)-related LP balance of $100-1,000 on Uniswap."
Uniswap (Erc20 Token)-related LP Millionaire,"Has an (Erc20 Token)-related LP balance of at least US$1,000,000 on Uniswap."
Uniswap (Erc20 Token)-related LP Billionaire,"Has an (Erc20 Token)-related LP  balance of at least US$1,000,000,000 on Uniswap."
Uniswap (Erc20 Token)-related LP Highest Balance,In the top 10% of all existing (Erc20 Token)ereum accounts regarding the account's (Erc20 Token)-related LP  balance on Uniswap.
Uniswap (Erc20 Token)-related LP Whale,In the top 100 of all existing (Erc20 Token)ereum accounts regarding the account's (Erc20 Token)-related LP  balance on Uniswap.
Uniswap (Erc20 Token)-related LP Heavy Lp,The top 200 addresses that have been the largest Lp in (Erc20 Token)-related LP liquidity pools on Uniswap.
Balancer (Erc20 Token)-related LP Balance L1,"Has an (Erc20 Token)-related LP balance of $100-1,000 on Balancer."
Balancer (Erc20 Token)-related LP Millionaire,"Has an (Erc20 Token)-related LP balance of at least US$1,000,000 on Balancer."
Balancer (Erc20 Token)-related LP Billionaire,"Has an (Erc20 Token)-related LP balance of at least US$1,000,000,000 on Balancer."
Balancer (Erc20 Token)-related LP Highest Balance,In the top 10% of all existing (Erc20 Token)ereum accounts regarding the account's (Erc20 Token)-related LP balance on Balancer.
Balancer (Erc20 Token)-related LP Whale,In the top 100 of all existing (Erc20 Token)ereum accounts regarding the account's (Erc20 Token)-related LP balance on Balancer.
Balancer (Erc20 Token)-related Heavy Lp,The top 200 addresses that have been the largest Lp in (Erc20 Token)-related LP liquidity pools on Balancer.
Sushiswap (Erc20 Token)-related LP Balance L1,"Has an (Erc20 Token)-related LP balance of $100-1,000 on Sushiswap."
Sushiswap (Erc20 Token)-related LP Millionaire,"Has an (Erc20 Token)-related LP balance of at least US$1,000,000 on Sushiswap."
Sushiswap (Erc20 Token)-related LP Billionaire,"Has an (Erc20 Token)-related LP balance of at least US$1,000,000,000 on Sushiswap."
Sushiswap (Erc20 Token)-related LP Highest Balance,In the top 10% of all existing (Erc20 Token)ereum accounts regarding the account's (Erc20 Token)-related LP balance on Sushiswap.
Sushiswap (Erc20 Token)-related LP Whale,In the top 100 of all existing (Erc20 Token)ereum accounts regarding the account's (Erc20 Token)-related LP balance on Sushiswap.
Sushiswap (Erc20 Token)-related LP Heavy Lp,The top 200 addresses that have been the largest Lp in (Erc20 Token)-related LP liquidity pools on Sushiswap.
(Erc20 Token) Vol L1,"Has an (Erc20 Token) volume of $100-$1,000."
(Erc20 Token) Million Trader,Has an (Erc20 Token) volume of at least 1 million.
(Erc20 Token) Billion Trader,Has an (Erc20 Token) volume of at least 1 Billion.
(Erc20 Token) Medium Trader,Top 10% of traders based on volume of (Erc20 Token) trades.
(Erc20 Token) Heavy Trader,Top 2.5% of traders based on volume of (Erc20 Token) trades.
(Erc20 Token) Elite Trader,Top 1%of traders based on volume of (Erc20 Token) trades.
(Erc20 Token) Legendary Trader,Top 0.1% of traders based on volume of (Erc20 Token) trades.
(Erc20 Token) Dex Vol L1,"Has an (Erc20 Token) trades volume of $100-$1,000 on all Decentralized Exchanges."
(Erc20 Token) Million Dex Trader,Has an (Erc20 Token) trades volume of at least 1 million on all Decentralized Exchanges.
(Erc20 Token) Billion Dex Trader,Has an (Erc20 Token) trades volume of at least 1 Billion on all Decentralized Exchanges.
(Erc20 Token) Medium Dex Trader,Top 10% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Heavy Dex Trader,Top 2.5% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Elite Dex Trader,Top 1%of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Legendary Dex Trader,Top 0.1% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Dex Vol L1,"Has an (Erc20 Token) trades volume of $100-$1,000 on all Decentralized Exchanges."
(Erc20 Token) Million Dex Trader,Has an (Erc20 Token) trades volume of at least 1 million on all Decentralized Exchanges.
(Erc20 Token) Billion Dex Trader,Has an (Erc20 Token) trades volume of at least 1 Billion on all Decentralized Exchanges.
(Erc20 Token) Medium Dex Trader,Top 10% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Heavy Dex Trader,Top 2.5% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Elite Dex Trader,Top 1%of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Legendary Dex Trader,Top 0.1% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Dex Vol L1,"Has an (Erc20 Token) trades volume of $100-$1,000 on all Decentralized Exchanges."
(Erc20 Token) Million Dex Trader,Has an (Erc20 Token) trades volume of at least 1 million on all Decentralized Exchanges.
(Erc20 Token) Billion Dex Trader,Has an (Erc20 Token) trades volume of at least 1 Billion on all Decentralized Exchanges.
(Erc20 Token) Medium Dex Trader,Top 10% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Heavy Dex Trader,Top 2.5% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Elite Dex Trader,Top 1%of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Legendary Dex Trader,Top 0.1% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) trades.
(Erc20 Token) Swap Vol L1,"Has an (Erc20 Token) Swap trades volume of $100-$1,000 on all Decentralized Exchanges."
(Erc20 Token) Million Swap Trader,Has an (Erc20 Token) Swap trades volume of at least 1 million on all Decentralized Exchanges.
(Erc20 Token) Billion Swap Trader,Has an (Erc20 Token) Swap trades volume of at least 1 Billion on all Decentralized Exchanges.
(Erc20 Token) Medium Swap Trader,Top 10% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) Swap trades.
(Erc20 Token) Heavy Swap Trader,Top 2.5% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) Swap trades.
(Erc20 Token) Elite Swap Trader,Top 1%of traders on all Decentralized Exchanges based on volume of (Erc20 Token) Swap trades.
(Erc20 Token) Legendary Swap Trader,Top 0.1% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) Swap trades.
(Erc20 Token) Swap Vol L1,"Has an (Erc20 Token) LP trades volume of $100-$1,000 on all Decentralized Exchanges."
(Erc20 Token) Million Swap Trader,Has an (Erc20 Token) LP trades volume of at least 1 million on all Decentralized Exchanges.
(Erc20 Token) Billion Swap Trader,Has an (Erc20 Token) LP trades volume of at least 1 Billion on all Decentralized Exchanges.
(Erc20 Token) Medium LP Trader,Top 10% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) LP trades.
(Erc20 Token) Heavy LP Trader,Top 2.5% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) LP trades.
(Erc20 Token) Elite LP Trader,Top 1%of traders on all Decentralized Exchanges based on volume of (Erc20 Token) LP trades.
(Erc20 Token) Legendary LP Trader,Top 0.1% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) LP trades.
(Erc20 Token) StakeLP Vol L1,"Has an (Erc20 Token) StakeLP trades volume of $100-$1,000 on all Decentralized Exchanges."
(Erc20 Token) Medium StakeLP Trader,Top 10% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) StakeLP trades.
(Erc20 Token) Heavy StakeLP Trader,Top 2.5% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) StakeLP trades.
(Erc20 Token) Uniswap Elite StakeLP Trader,Top 1%of traders on all Decentralized Exchanges based on volume of (Erc20 Token) StakeLP trades.
(Erc20 Token) Uniswap Legendary StakeLP Trader,Top 0.1% of traders on all Decentralized Exchanges based on volume of (Erc20 Token) StakeLP trades.
Uniswap (Erc20 Token) Vol L1,"Made trades on Uniswap, and has $100-$1,000 in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Million Trader,"Made trades on Uniswap, and has at least 1 million in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Billion Trader,"Made trades on Uniswap, and has at least 1 Billion in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Medium Trader,"Made trades on Uniswap, and is in the top 10% in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Heavy Trader,"Made trades on Uniswap, and is in the top 2.5% in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Elite Trader,"Made trades on Uniswap, and is in the top 1% in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Lengendary Trader,"Made trades on Uniswap, and is in the top 0.1% in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Vol L1,"Made trades on Uniswap, and has $100-$1,000 in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Million Trader,"Made trades on Uniswap, and has at least 1 million in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Billion Trader,"Made trades on Uniswap, and has at least 1 Billion in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Medium Trader,"Made trades on Uniswap, and is in the top 10% in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Heavy Trader,"Made trades on Uniswap, and is in the top 2.5% in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Elite Trader,"Made trades on Uniswap, and is in the top 1% in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Lengendary Trader,"Made trades on Uniswap, and is in the top 0.1% in number of (Erc20 Token) volume traded."
Uniswap (Erc20 Token) Swap Vol L1,"Made trades on Uniswap, and has $100-$1,000 in number of (Erc20 Token) swap volume traded."
Uniswap (Erc20 Token) Million Swap Trader,"Made trades on Uniswap, and has at least 1 million in number of (Erc20 Token) swap volume traded."
Uniswap (Erc20 Token) Billion Swap Trader,"Made trades on Uniswap, and has at least 1 Billion in number of (Erc20 Token) swap volume traded."
Uniswap (Erc20 Token) Medium Swap Trader,"Made trades on Uniswap, and is in the top 10% in number of (Erc20 Token) swap volume traded."
Uniswap (Erc20 Token) Heavy Swap Trader,"Made trades on Uniswap, and is in the top 2.5% in number of (Erc20 Token) swap volume traded."
Uniswap (Erc20 Token) Elite Swap Trader,"Made trades on Uniswap, and is in the top 1% in number of (Erc20 Token) swap volume traded."
Uniswap (Erc20 Token) Legendary Swap Trader,"Made trades on Uniswap, and is in the top 0.1% in number of (Erc20 Token) swap volume traded."
Uniswap (Erc20 Token) LP Vol L1,"Made trades on Uniswap, and has $100-$1,000 in number of (Erc20 Token) LP volume traded."
Uniswap (Erc20 Token) Million LP Trader,"Made trades on Uniswap, and has at least 1 million in number of (Erc20 Token) LP volume traded."
Uniswap (Erc20 Token) Billion Swap Trader,"Made trades on Uniswap, and has at least 1 Billion in number of (Erc20 Token) LP volume traded."
Uniswap (Erc20 Token) Medium LP Trader,"Made trades on Uniswap, and is in the top 10% in number of (Erc20 Token) LP volume traded."
Uniswap (Erc20 Token) Heavy LP Trader,"Made trades on Uniswap, and is in the top 2.5% in number of (Erc20 Token) LP volume traded."
Uniswap (Erc20 Token) Elite LP Trader,"Made trades on Uniswap, and is in the top 1% in number of (Erc20 Token) LP volume traded."
Uniswap (Erc20 Token) Legendary LP Trader,"Made trades on Uniswap, and is in the top 0.1% in number of (Erc20 Token) LP volume traded."
Balancer (Erc20 Token) Vol L1,"Made trades on Balancer, and has $100-$1,000 in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Million Trader,"Made trades on Balancer, and has at least 1 million in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Billion Trader,"Made trades on Balancer, and has at least 1 Billion in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Medium Trader,"Made trades on Balancer, and is in the top 10% in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Heavy Trader,"Made trades on Balancer, and is in the top 2.5% in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Elite Trader,"Made trades on Balancer, and is in the top 1% in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Legendary Trader,"Made trades on Balancer, and is in the top 0.1% in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Vol L1,"Made trades on Balancer, and has $100-$1,000 in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Million Trader,"Made trades on Balancer, and has at least 1 million in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Billion Trader,"Made trades on Balancer, and has at least 1 Billion in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Medium Trader,"Made trades on Balancer, and is in the top 10% in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Heavy Trader,"Made trades on Balancer, and is in the top 2.5% in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Elite Trader,"Made trades on Balancer, and is in the top 1% in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Legendary Trader,"Made trades on Balancer, and is in the top 0.1% in number of (Erc20 Token) volume traded."
Balancer (Erc20 Token) Swap Vol L1,"Made trades on Balancer, and has $100-$1,000 in number of (Erc20 Token) swap volume traded."
Balancer (Erc20 Token) Million Swap Trader,"Made trades on Balancer, and has at least 1 million in number of (Erc20 Token) swap volume traded."
Balancer (Erc20 Token) Billion Swap Trader,"Made trades on Balancer, and has at least 1 Billion in number of (Erc20 Token) swap volume traded."
Balancer (Erc20 Token) Medium Swap Trader,"Made trades on Balancer, and is in the top 10% in number of (Erc20 Token) swap volume traded."
Balancer (Erc20 Token) Heavy Swap Trader,"Made trades on Balancer, and is in the top 2.5% in number of (Erc20 Token) swap volume traded."
Balancer (Erc20 Token) Elite Swap Trader,"Made trades on Balancer, and is in the top 1% in number of (Erc20 Token) swap volume traded."
Balancer (Erc20 Token) Legendary Swap Trader,"Made trades on Balancer, and is in the top 0.1% in number of (Erc20 Token) swap volume traded."
Balancer (Erc20 Token)  LP Vol L1,"Made trades on Balancer, and has $100-$1,000 in number of (Erc20 Token) LP volume traded."
Balancer (Erc20 Token) Million LP Trader,"Made trades on Balancer, and has at least 1 million in number of (Erc20 Token) LP volume traded."
Balancer (Erc20 Token) Billion LP Trader,"Made trades on Balancer, and has at least 1 Billion in number of (Erc20 Token) LP volume traded."
Balancer (Erc20 Token)  Medium LP Trader,"Made trades on Balancer, and is in the top 10% in number of (Erc20 Token) LP volume traded."
Balancer (Erc20 Token)  Heavy LP Trader,"Made trades on Balancer, and is in the top 2.5% in number of (Erc20 Token) LP volume traded."
Balancer (Erc20 Token)  Elite LP Trader,"Made trades on Balancer, and is in the top 1% in number of (Erc20 Token) LP volume traded."
Balancer (Erc20 Token)  Legendary LP Trader,"Made trades on Balancer, and is in the top 0.1% in number of (Erc20 Token) LP volume traded."
Balancer (Erc20 Token) StakeLP Vol L1,"Made trades on Balancer, and is $100-$1,000 in number of (Erc20 Token) StakeLP volume traded."
Balancer (Erc20 Token)  Medium Stak LP Trader,"Made trades on Balancer, and is in the top 10% in number of (Erc20 Token) StakeLP volume traded."
Balancer (Erc20 Token)  Heavy StakeLP Trader,"Made trades on Balancer, and is in the top 2.5% in number of (Erc20 Token) StakeLP volume traded."
Balancer (Erc20 Token)  Elite StakeLP Trader,"Made trades on Balancer, and is in the top 1% in number of (Erc20 Token) StakeLP volume traded."
Balancer (Erc20 Token)  Legendary StakeLP Trader,"Made trades on Balancer, and is in the top 0.1% in number of (Erc20 Token) StakeLP volume traded."
Sushiswap (Erc20 Token) Vol L1,"Made trades on Sushhaswap, and has $100-$1,000 in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Million Trader,"Made trades on Sushhaswap, and has at least 1 million in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Billion Trader,"Made trades on Sushhaswap, and has at least 1 Billion in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Medium Trader,"Made trades on Sushiswap, and is in the top 10% in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Heavy Trader,"Made trades on Sushiswap, and is in the top 2.5% in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Elite Trader,"Made trades on Sushiswap, and is in the top 1% in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token)  Legendary Trader,"Made trades on Sushiswap, and is in the top 0.1% in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Vol L1,"Made trades on Sushhaswap, and has $100-$1,000 in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Million Trader,"Made trades on Sushhaswap, and has at least 1 million in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Billion Trader,"Made trades on Sushhaswap, and has at least 1 Billion in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Medium Trader,"Made trades on Sushiswap, and is in the top 10% in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Heavy Trader,"Made trades on Sushiswap, and is in the top 2.5% in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Elite Trader,"Made trades on Sushiswap, and is in the top 1% in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token)  Legendary Trader,"Made trades on Sushiswap, and is in the top 0.1% in number of (Erc20 Token) volume traded."
Sushiswap (Erc20 Token) Swap Vol L1,"Made trades on Sushhaswap, and has $100-$1,000 in number of (Erc20 Token) swap volume traded."
Sushiswap (Erc20 Token) Million Swap Trader,"Made trades on Sushhaswap, and has at least 1 million in number of (Erc20 Token) swap volume traded."
Sushiswap (Erc20 Token) Billion Swap Trader,"Made trades on Sushhaswap, and has at least 1 Billion in number of (Erc20 Token) swap volume traded."
Sushiswap (Erc20 Token) Medium Swap Trader,"Made trades on Sushiswap, and is in the top10% in number of (Erc20 Token) swap volume traded."
Sushiswap (Erc20 Token) Heavy Swap Trader,"Made trades on Sushiswap, and is in the top 2.5% in number of (Erc20 Token) swap volume traded."
Sushiswap (Erc20 Token) Elite Swap Trader,"Made trades on Sushiswap, and is in the top 1% in number of (Erc20 Token) swap volume traded."
Sushiswap (Erc20 Token) Legendary Swap Trader,"Made trades on Sushiswap, and is in the top 0.1% in number of (Erc20 Token) swap volume traded."
Sushiswap (Erc20 Token) LP Vol L1,"Made trades on Sushhaswap, and has $100-$1,000 in number of (Erc20 Token) LP volume traded."
Sushiswap (Erc20 Token) Million LP Trader,"Made trades on Sushhaswap, and has at least 1 million in number of (Erc20 Token) LP volume traded."
Sushiswap (Erc20 Token) Billion LP Trader,"Made trades on Sushhaswap, and has at least 1 Billion in number of (Erc20 Token) LP volume traded."
Sushiswap (Erc20 Token) Medium LP Trader,"Made trades on Sushiswap, and is in the top 10% in number of (Erc20 Token) LP volume traded."
Sushiswap (Erc20 Token) Heavy LP Trader,"Made trades on Sushiswap, and is in the top 2.5% in number of (Erc20 Token) LP volume traded."
Sushiswap (Erc20 Token) Elite LP Trader,"Made trades on Sushiswap, and is in the top 1% in number of (Erc20 Token) LP volume traded."
Sushiswap (Erc20 Token) Legendary LP Trader,"Made trades on Sushiswap, and is in the top 0.1% in number of (Erc20 Token) LP volume traded."
Sushiswap (Erc20 Token)  StakeLP Vol L1,"Made trades on Sushiswap, and is $100-$1,000 in number of (Erc20 Token) StakeLP volume traded."
Sushiswap (Erc20 Token)  Medium StakeLP Trader,"Made trades on Sushiswap, and is in the top 10% in number of (Erc20 Token) StakeLP volume traded."
Sushiswap (Erc20 Token)  Heavy StakeLP Trader,"Made trades on Sushiswap, and is in the top 2.5% in number of (Erc20 Token) StakeLP volume traded."
Sushiswap (Erc20 Token)  Elite StakeLP Trader,"Made trades on Sushiswap, and is in the top 1% in number of (Erc20 Token) StakeLP volume traded."
Sushiswap (Erc20 Token)  Legendary StakeLP Trader,"Made trades on Sushiswap, and is in the top 0.1% in number of (Erc20 Token) StakeLP volume traded."
0x (Erc20 Token) Vol L1,"Made trades on 0x, and has $100-$1,000 in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Million Trader,"Made trades on 0x, and has at least 1 million in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Billion Trader,"Made trades on 0x, and has at least 1 Billion in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Medium Trader,"Made trades on 0x, and is in the top 10% in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Heavy Trader,"Made trades on 0x, and is in the top 2.5% in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Elite Trader,"Made trades on 0x, and is in the top 1% in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Legendary Trader,"Made trades on 0x, and is in the top 0.1% in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Vol L1,"Made trades on 0x, and has $100-$1,000 in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Million Trader,"Made trades on 0x, and has at least 1 million in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Billion Trader,"Made trades on 0x, and has at least 1 Billion in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Medium Trader,"Made trades on 0x, and is in the top 10% in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Heavy Trader,"Made trades on 0x, and is in the top 2.5% in number of (Erc20 Token) volume traded."
0x (Erc20 Token) Elite Trader,"Made trades on 0x, and is in the top 1% in number of (Erc20 Token) volume traded."
